title,body,neighborhood,category,time,datetime,likeCount,commentCount,image,url
"하..알바 죄다 아웃소싱..","몇번 나가봤는데 죄다 사기치고 업무내용 거짓말하고..","구래동","일반","약 2시간 전","2026-05-26T01:40:09.818+00:00","3","0","","https://www.daangn.com/kr/community/%ED%95%98-%EC%95%8C%EB%B0%94-%EC%A3%84%EB%8B%A4-%EC%95%84%EC%9B%83%EC%86%8C%EC%8B%B1-3j42f1326j28/"
"장기동 근처 고구마 낱개로 파는 곳","안녕하세요. 1인 가구라 고구마 2~3개 정도가 필요한데 롯데마트 등은 상자나 봉지로 팔더라구요ㅠ 장기동에 고구마 낱개로 파는 곳 없을까요","장기동","생활/편의","약 2시간 전","2026-05-26T01:39:11.499+00:00","0","0","","https://www.daangn.com/kr/community/%EC%9E%A5%EA%B8%B0%EB%8F%99-%EA%B7%BC%EC%B2%98-%EA%B3%A0%EA%B5%AC%EB%A7%88-%EB%82%B1%EA%B0%9C%EB%A1%9C-%ED%8C%8C%EB%8A%94-%EA%B3%B3-6otubt31w3yn/"
"붙박이장 철거문의!","이전집에서 쓰던 붙박이장을 떼와서 옷장처럼 사용하고 있었는데 수납효율도 떨어지고 슬슬 뒤틀리는거 같아서 철거하려고 하는데 얼마정도 될까요??!","김포본동","이사/시공","약 2시간 전","2026-05-26T01:37:47.951+00:00","0","1","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059085910997729280","https://www.daangn.com/kr/community/%EB%B6%99%EB%B0%95%EC%9D%B4%EC%9E%A5-%EC%B2%A0%EA%B1%B0%EB%AC%B8%EC%9D%98-g72mncrzaopn/"
"미용실","여자 커트 만원 이하인곳 있나요?","마전동","미용","약 2시간 전","2026-05-26T01:30:17.646+00:00","0","1","","https://www.daangn.com/kr/community/%EB%AF%B8%EC%9A%A9%EC%8B%A4-y7fpmamyb7ma/"
"프리마켓 하나봐요~","이번주 토요일(30일)에 한옥마을 건너편에서 프리마켓 하나봐요. 이런거 좋아해서 작년에도 여기 갔었는데 아기자기하고 이쁜 실용적인것들 많더라고요~~ 구경가셔도 좋을것 같아용. 저도 또 가려구요~","운양동","일반","약 3시간 전","2026-05-26T01:16:07.749+00:00","1","0","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059081101364801536","https://www.daangn.com/kr/community/%ED%94%84%EB%A6%AC%EB%A7%88%EC%BC%93-%ED%95%98%EB%82%98%EB%B4%90%EC%9A%94-m458hwk3funs/"
"당근하실때 ""회사에서 줬다~, 집들이 선물~"" 이런거 조심하세요","당근에 회사에서 줬는데 필요없어서 싸게 판다, 집들이 선물 받았는데 필요없어서 싸게 판다, 이런제품들 조심하세요 중국에서 2~3만원 이렇게 엄정 헐값에 떼와서 쿠팡, 네이버에 좋은제품인냥 비싸게 제품등록해놓고 10~20만원대로 싸게파는척 당근에서 구매유도 하는경우 많아요 듣보 브랜드는 챗지피티에라도 물어보시길","대화동","생활/편의","약 3시간 전","2026-05-26T01:15:57.049+00:00","0","2","","https://www.daangn.com/kr/community/%EB%8B%B9%EA%B7%BC%ED%95%98%EC%8B%A4%EB%95%8C-%ED%9A%8C%EC%82%AC%EC%97%90%EC%84%9C-%EC%A4%AC%EB%8B%A4-%EC%A7%91%EB%93%A4%EC%9D%B4-%EC%84%A0%EB%AC%BC-%EC%9D%B4%EB%9F%B0%EA%B1%B0-%EC%A1%B0%EC%8B%AC%ED%95%98%EC%84%B8%EC%9A%94-8dogr5jyvgvk/"
"불로동 다이소건물 강아지있어요ㅠㅜ","불로동 다이소 건물에 강아지가 혼자있어요 저 애기랑 같이있어서 오래 못보고 있을 것 같은데ㅠㅠ 다이소안에서도 있었나봐요","불로대곡동","반려동물","약 3시간 전","2026-05-26T00:59:26.351+00:00","4","10","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059076720562864128","https://www.daangn.com/kr/community/%EB%B6%88%EB%A1%9C%EB%8F%99-%EB%8B%A4%EC%9D%B4%EC%86%8C%EA%B1%B4%EB%AC%BC-%EA%B0%95%EC%95%84%EC%A7%80%EC%9E%88%EC%96%B4%EC%9A%94-o2vu6w93cocu/"
"개를 잃어버렸어요ㅠㅠ (김포 송마리 대곶면에서)","혹시 보셨으면 댓글좀 부탁드립니다 유기견 20키로 되는 중형견 / 중성화 X 진도 믹스견인데, 진짜 거짓말아니고 엄청나게 순해요! 특징) 얼굴 오른쪽 이마쪽이랑 오른쪽 뺨피부에 건선이 있어서 털이 듬성듬성있어요 대곶면 공장에 묶어놨는데 목줄을 끊고 나갔어요ㅠㅠ 짧지않은 목줄이 아마 지금도 달려있을수 있어요ㅠㅠ 오랜기간 사랑으로 키운 아인데 혹시 보셨으면 제보 꼭 좀 부탁드릴게요!","검단동","분실/실종","약 3시간 전","2026-05-26T00:53:25.785+00:00","2","0","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059074238623469568","https://www.daangn.com/kr/community/%EA%B0%9C%EB%A5%BC-%EC%9E%83%EC%96%B4%EB%B2%84%EB%A0%B8%EC%96%B4%EC%9A%94-%EA%B9%80%ED%8F%AC-%EC%86%A1%EB%A7%88%EB%A6%AC-%EB%8C%80%EA%B3%B6%EB%A9%B4%EC%97%90%EC%84%9C-58y5vbj9hryd/"
"완정역 채선당 질문","완정역 근처 채선당 네이버에서 검색이 안되는데 닫았나요? Byc나 샷건짐과 같은건물 주소지 채선당요.","마전동","맛집","약 3시간 전","2026-05-26T00:43:47.176+00:00","0","1","","https://www.daangn.com/kr/community/%EC%99%84%EC%A0%95%EC%97%AD-%EC%B1%84%EC%84%A0%EB%8B%B9-%EC%A7%88%EB%AC%B8-nrmhcoebzkgd/"
"불로초교 부근에 목줄없는 갈색 포메 발견","불로초등학교 부근에 있습니다 목줄이 없어요 갈색 포메 입니다","불로동","분실/실종","약 4시간 전","2026-05-25T23:34:58.105+00:00","1","1","","https://www.daangn.com/kr/community/%EB%B6%88%EB%A1%9C%EC%B4%88%EA%B5%90-%EB%B6%80%EA%B7%BC%EC%97%90-%EB%AA%A9%EC%A4%84%EC%97%86%EB%8A%94-%EA%B0%88%EC%83%89-%ED%8F%AC%EB%A9%94-%EB%B0%9C%EA%B2%AC-6coubw23co6b/"
"노란색 지갑 찾아요","어제 오후 3시에서 4시쯤에 아라동 마디팔팔의원 검단에 들렀다가 그 건물 6층 여자화장실 첫번째 칸에 지갑을 두고 나왔는데 그게 마지막 기억이라서 혹시나 발견하셨던 분 계실까요...? 제발 찾으신 분께 사례금 드리겠습니다","당하동","일반","약 4시간 전","2026-05-25T23:28:19.556+00:00","0","0","","https://www.daangn.com/kr/community/%EB%85%B8%EB%9E%80%EC%83%89-%EC%A7%80%EA%B0%91-%EC%B0%BE%EC%95%84%EC%9A%94-takww7fsbj61/"
"조축 회원모집중~","조기축구 해성fc 회원 모집합니다 안녕하세요 저희는 인천 서구에서 활동하고 있는 20~60대 순수아마추어 축구팀 해성FC입니다. 현재는 서곶초등학교에서 활동중이며, 6월부터는 검단중학교에서 운동할 예정입니다. 축구를 처음해보는 쌩초보분들도 다수 있으며, 실력이 안좋으셔도 부담없이 즐길 수 있는 팀입니다. 사용 운동장은 인조잔디이며 보통 9대9 또는 10대10 자체전을 진행하고 월 1회 정도 매칭을 진행하고 있습니다. 현재 회원중 대다수가 30대입니다. 40~60대 회원이 많이 필요한 상황으로 40~60대분들 환영합니다. 댓글 써주시면 자세한 내용은 별도로 채팅 설명드리겠습니다","왕길동","취미","약 5시간 전","2026-05-25T23:00:44.526+00:00","0","0","","https://www.daangn.com/kr/community/%EC%A1%B0%EC%B6%95-%ED%9A%8C%EC%9B%90%EB%AA%A8%EC%A7%91%EC%A4%91-8krdxw7fh9ga/"
"새로생긴 쌀국수집 어딘지아시는분","대곶인가 그쯤지나다가 광고붙은거봤거든요! 새로쌀국수집 생겼다고봤는데 차타고 빨리지나쳐서 자세히못봤어요 혹시 어디에 생겼는지아시는분요!","통진읍","맛집","약 5시간 전","2026-05-25T22:58:59.919+00:00","0","2","","https://www.daangn.com/kr/community/%EC%83%88%EB%A1%9C%EC%83%9D%EA%B8%B4-%EC%8C%80%EA%B5%AD%EC%88%98%EC%A7%91-%EC%96%B4%EB%94%98%EC%A7%80%EC%95%84%EC%8B%9C%EB%8A%94%EB%B6%84-ouf5ie4eu5hv/"
"지갑분실","저희 외국인 직원이 대명항쪽 자전거타다가 지갑을 흘렸다네요 외국인등록증 이름 upesh 들어있는 지갑 습득하신분 연락주세요","대곶면","분실/실종","약 5시간 전","2026-05-25T22:48:52.947+00:00","0","0","","https://www.daangn.com/kr/community/%EC%A7%80%EA%B0%91%EB%B6%84%EC%8B%A4-wwqtwvff5be6/"
"인경험 많으신 형님누님들 고견과 격려가 필요합니다.","당근에 이런 글 처음인데 진짜 너무 답답해 부족한 글실력에도 올려봅니다. 어디서 어떻게 얘기를 시작해야 할지 모르겠네요. 경기가 역대 최악이라고 다들 힘드신줄 압니다. 처자식 책임지겠다고 용접에 목공기술 배우겠다고 직업학교에 지방공사도 나다녔지만 목수일이 날씨영향에 또 요새 용접공장들은 아크 전기용접은 점차 저물어가는 추세인거 같고 티그 알곤에 경력자만 뽑는 모양새더군요. 오랜기간 나이먹고도 일반 직장인들 보다야 좀 더 벌겠지 하는 기대로 시작했고 이동식주택에서 일할 때는 '극한직업' 도 출연하고 그 이전에는 금융권에서 각자 2번씩 성실함을 인정받아 수상경력도 또 안 되겠다 싶어 대형면허 따서 버스도 도전했지만 수습 마지막날 정류장에서 출발때 암것도 안잡아 넘어지는 사건에 충격받아 그만두게 되고 지금은 당근으로 매일 연명하는 제 상황이 도대체가 어디가 무엇이 이 나이 되도록 안 풀려가는지 한탄스러 글 적습니다. ㅠㅠ 그나마 2년 전까지 아는 목수분 만나 역대급으로 벌어도 봤지만 작년 6월경 일이 끊겨 그 이후 현장일구하기도 힘드네요. 얼마전엔 길가다 농막판매 회사가 있어 면접보는데 이쪽 목수일은 외국인들이 단가가 근무시간이 다 작아먹어 국내인들은 더는 힘들다 조언하는 상황이니.","오류동","일반","약 5시간 전","2026-05-25T22:44:57.463+00:00","0","1","","https://www.daangn.com/kr/community/%EC%9D%B8%EA%B2%BD%ED%97%98-%EB%A7%8E%EC%9C%BC%EC%8B%A0-%ED%98%95%EB%8B%98%EB%88%84%EB%8B%98%EB%93%A4-%EA%B3%A0%EA%B2%AC%EA%B3%BC-%EA%B2%A9%EB%A0%A4%EA%B0%80-%ED%95%84%EC%9A%94%ED%95%A9%EB%8B%88%EB%8B%A4-zfgfg4prx9u9/"
"고유가 피해지원금 사용 가능한가요?","당하동 에이스할인마트 사용 가능해요~?","당하동","일반","약 7시간 전","2026-05-25T21:05:46.799+00:00","0","2","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059017990707924992","https://www.daangn.com/kr/community/%EA%B3%A0%EC%9C%A0%EA%B0%80-%ED%94%BC%ED%95%B4%EC%A7%80%EC%9B%90%EA%B8%88-%EC%82%AC%EC%9A%A9-%EA%B0%80%EB%8A%A5%ED%95%9C%EA%B0%80%EC%9A%94-fsgq24nqwuh4/"
"꽃글씨캘리그라피 동호회 모임","평소 캘리그라피에 관심있는데 딱히배울곳을찿지못하신분들은 연락주세요 초급도상관없습니다 7명정도 모이면 마산동 행정복지센터에서 선생님초빙해서 수업받을수있습니다 단 3개월이상은꾸준히하실분들만연락주세요^^ ,일주일에 한번씩모여서수업합니다 (매주수요일 오전생각하고있습니다) 수업료도 아마무료일겁니다~","마산동","취미","약 7시간 전","2026-05-25T20:31:45.606+00:00","0","0","","https://www.daangn.com/kr/community/%EA%BD%83%EA%B8%80%EC%94%A8%EC%BA%98%EB%A6%AC%EA%B7%B8%EB%9D%BC%ED%94%BC-%EB%8F%99%ED%98%B8%ED%9A%8C-%EB%AA%A8%EC%9E%84-f9th56wat2he/"
"주민센터에서 주는 거 다 안주네요","건전지 모아오거나 광고지 모아오거나 우유팩 모아오면 휴지는 진즉에 안주고 돈으로 주거나 쓰레기봉투 주는것도 안주네요!!! 국민한데 그런거 주는것도 아까운 가봐요 안주네요😱😱","검단동","일반","약 8시간 전","2026-05-25T19:25:54.841+00:00","1","2","","https://www.daangn.com/kr/community/%EC%A3%BC%EB%AF%BC%EC%84%BC%ED%84%B0%EC%97%90%EC%84%9C-%EC%A3%BC%EB%8A%94-%EA%B1%B0-%EB%8B%A4-%EC%95%88%EC%A3%BC%EB%84%A4%EC%9A%94-tg6ghejvrcn5/"
